payloadData,dev_eui,ts,frame
ada3hBIEAAA/AAA=,464c58212beca0c9,2026-04-08T20:16:35.000Z,"{""MessageId"":""1e1c15ec-6273-460b-9834-f74040356de5"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ada3hBIEAAA/AAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":59,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":14},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-106,""Snr"":7},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-113,""Snr"":-0.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-4.25}],""MIC"":""7de7e536"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-08T20:16:35Z""}}}"
ada3hBIFAAAhAAA=,464c58212beca0c9,2026-04-08T20:16:39.000Z,"{""MessageId"":""38ed27cf-58b3-4f63-acc5-6101ab418452"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""ada3hBIFAAAhAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":60,""FOptLen"":0,""FPort"":20,""Frequency"":""903900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-59,""Snr"":14.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-101,""Snr"":10.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-108,""Snr"":6.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-1.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-117,""Snr"":-3}],""MIC"":""24a1f223"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-08T20:16:39Z""}}}"
adgI/xANlQAAAAA=,464c58212beca0c9,2026-04-09T20:15:44.000Z,"{""MessageId"":""40ce9a3a-5cb3-4328-907b-74f24de755a1"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgI/xANlQAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":61,""FOptLen"":0,""FPort"":20,""Frequency"":""905100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-66,""Snr"":13.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-102,""Snr"":9.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-3.75}],""MIC"":""8ef56eb7"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:15:44Z""}}}"
adgI/xIAAAKzAAA=,464c58212beca0c9,2026-04-09T20:15:49.000Z,"{""MessageId"":""6262aac6-fa48-43a8-934a-15fff08cf1df"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgI/xIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":63,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-113,""Snr"":1.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-115,""Snr"":-0.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-2.75}],""MIC"":""5a83f8f5"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:15:49Z""}}}"
adgI/xIBAABAAAA=,464c58212beca0c9,2026-04-09T20:15:53.000Z,"{""MessageId"":""cc287e6a-5d8a-4b70-921c-08d20564c8d8"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgI/xIBAABAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":65,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-64,""Snr"":14},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-102,""Snr"":10.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-111,""Snr"":4},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-2.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-116,""Snr"":-2.5}],""MIC"":""6e76e93e"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:15:53Z""}}}"
adgI/xICAAAZAAA=,464c58212beca0c9,2026-04-09T20:15:57.000Z,"{""MessageId"":""574498f1-85c5-4c3c-82b4-95252bf1225f"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgI/xICAAAZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":66,""FOptLen"":0,""FPort"":20,""Frequency"":""905300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-60,""Snr"":10.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-112,""Snr"":1.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-113,""Snr"":-2.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-119,""Snr"":-7.5}],""MIC"":""ac0fe671"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:15:57Z""}}}"
adgI/xIDAAAMAAA=,464c58212beca0c9,2026-04-09T20:16:00.000Z,"{""MessageId"":""20b52f10-a79a-4de0-ae95-740060ba74bf"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgI/xIDAAAMAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":67,""FOptLen"":0,""FPort"":20,""Frequency"":""903900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-66,""Snr"":13.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-102,""Snr"":9.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-109,""Snr"":5.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-114,""Snr"":0.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-118,""Snr"":-4.25}],""MIC"":""d41ec6f5"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:16:00Z""}}}"
adgI/xIEAAA/AAA=,464c58212beca0c9,2026-04-09T20:16:04.000Z,"{""MessageId"":""c283cb56-7be7-4c84-ad05-bafac7c1fda7"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgI/xIEAAA/AAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":68,""FOptLen"":0,""FPort"":20,""Frequency"":""904700000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-78,""Snr"":11},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-110,""Snr"":4.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-114,""Snr"":1.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-2}],""MIC"":""23683ce1"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:16:04Z""}}}"
adgI/xIFAAAhAAA=,464c58212beca0c9,2026-04-09T20:16:09.000Z,"{""MessageId"":""7443b44f-5c2a-4d23-9a57-735e3550a9a3"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgI/xIFAAAhAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":69,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-79,""Snr"":12.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-111,""Snr"":3.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-109,""Snr"":2.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-3.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-123,""Snr"":-7.75}],""MIC"":""e5116ad4"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:16:09Z""}}}"
adgJBRANkAAAAAA=,464c58212beca0c9,2026-04-09T20:16:13.000Z,"{""MessageId"":""6b1bb005-5df2-4059-8601-08ed14b6d7a2"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgJBRANkAAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":71,""FOptLen"":0,""FPort"":20,""Frequency"":""905100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-63,""Snr"":12.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-103,""Snr"":9.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-105,""Snr"":8},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-109,""Snr"":2.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-120,""Snr"":-8.25}],""MIC"":""06ae40d4"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:16:13Z""}}}"
adgJBRIAAAKzAAA=,464c58212beca0c9,2026-04-09T20:16:17.000Z,"{""MessageId"":""07a0359a-db40-4005-b00e-3b93f4caa4da"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgJBRIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":73,""FOptLen"":0,""FPort"":20,""Frequency"":""904500000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-65,""Snr"":14.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-108,""Snr"":6.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-117,""Snr"":-3.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-3.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-118,""Snr"":-4.75}],""MIC"":""b2243184"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:16:17Z""}}}"
adgJBRIBAABAAAA=,464c58212beca0c9,2026-04-09T20:16:21.000Z,"{""MessageId"":""9d1f9849-0ba4-4042-a67c-ae44ffdf79d2"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgJBRIBAABAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":74,""FOptLen"":0,""FPort"":20,""Frequency"":""905100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-63,""Snr"":13.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-112,""Snr"":2}],""MIC"":""4c038dd7"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:16:21Z""}}}"
adgJBRICAAAZAAA=,464c58212beca0c9,2026-04-09T20:16:25.000Z,"{""MessageId"":""f2e7943f-91d8-419a-a43e-d9fa71ab50db"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgJBRICAAAZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":75,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-65,""Snr"":14},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-108,""Snr"":6.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-109,""Snr"":5.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-112,""Snr"":1.75}],""MIC"":""dc8dfcff"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:16:25Z""}}}"
adgJBRIDAAAMAAA=,464c58212beca0c9,2026-04-09T20:16:29.000Z,"{""MessageId"":""4c686aae-d0a5-4db2-923d-5ccc1ba2494b"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgJBRIDAAAMAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":76,""FOptLen"":0,""FPort"":20,""Frequency"":""905300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-62,""Snr"":7.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-109,""Snr"":3.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-108,""Snr"":0}],""MIC"":""a7a85804"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:16:29Z""}}}"
adgJBRIEAAA/AAA=,464c58212beca0c9,2026-04-09T20:16:33.000Z,"{""MessageId"":""f7d2cebf-437f-4332-b171-491940d81efa"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgJBRIEAAA/AAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":77,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-61,""Snr"":14},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-103,""Snr"":8.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-114,""Snr"":-1.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-117,""Snr"":-2.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-4.25}],""MIC"":""f6c53f67"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:16:33Z""}}}"
adgJBRIFAAAhAAA=,464c58212beca0c9,2026-04-09T20:16:37.000Z,"{""MessageId"":""0a503379-137f-4181-b083-8486bdf1988c"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adgJBRIFAAAhAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":78,""FOptLen"":0,""FPort"":20,""Frequency"":""904300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-61,""Snr"":10.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-108,""Snr"":4.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-109,""Snr"":4},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-2}],""MIC"":""de760c07"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-09T20:16:37Z""}}}"
adlagBANlwAAAAA=,464c58212beca0c9,2026-04-10T20:15:44.000Z,"{""MessageId"":""4fac8d11-dbbf-45c1-9c64-42a640d64ab4"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adlagBANlwAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":79,""FOptLen"":0,""FPort"":20,""Frequency"":""904700000"",""Gateways"":[{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-106,""Snr"":7.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-107,""Snr"":5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-117,""Snr"":-4}],""MIC"":""2e1b076e"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-10T20:15:44Z""}}}"
adlagBICAAAZAAA=,464c58212beca0c9,2026-04-10T20:15:56.000Z,"{""MessageId"":""7632e5ba-9d93-42e7-94c2-0875bd1db253"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adlagBICAAAZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":84,""FOptLen"":0,""FPort"":20,""Frequency"":""903900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-58,""Snr"":13.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-108,""Snr"":7},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-112,""Snr"":3.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-118,""Snr"":-3.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-118,""Snr"":-5}],""MIC"":""02004e98"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-10T20:15:56Z""}}}"
adlagBIDAAAMAAA=,464c58212beca0c9,2026-04-10T20:16:00.000Z,"{""MessageId"":""d40ed538-c812-47f3-9391-79203cda91d6"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adlagBIDAAAMAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":85,""FOptLen"":0,""FPort"":20,""Frequency"":""904300000"",""Gateways"":[{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-111,""Snr"":2.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-119,""Snr"":-6.25}],""MIC"":""7a790992"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-10T20:16:00Z""}}}"
adlagBIEAAA/AAA=,464c58212beca0c9,2026-04-10T20:16:04.000Z,"{""MessageId"":""703213a5-922b-4a5d-810e-63008c02c84b"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adlagBIEAAA/AAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":86,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-61,""Snr"":14.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-105,""Snr"":8.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-117,""Snr"":-2.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-3.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-121,""Snr"":-8}],""MIC"":""66c4dbb9"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-10T20:16:04Z""}}}"
adlagBIFAAAhAAA=,464c58212beca0c9,2026-04-10T20:16:08.000Z,"{""MessageId"":""cd2d39c2-549e-4b20-8950-de3ea1f3a6b8"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adlagBIFAAAhAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":87,""FOptLen"":0,""FPort"":20,""Frequency"":""905300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-55,""Snr"":10.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-107,""Snr"":5.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-108,""Snr"":4.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-117,""Snr"":-5.5}],""MIC"":""483e1160"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-10T20:16:08Z""}}}"
adlahBANjwAAAAA=,464c58212beca0c9,2026-04-10T20:16:12.000Z,"{""MessageId"":""5674ab24-3452-4b56-afcc-ccfa15d3adf5"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adlahBANjwAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":89,""FOptLen"":0,""FPort"":20,""Frequency"":""904700000"",""Gateways"":[{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-107,""Snr"":6},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-108,""Snr"":5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-120,""Snr"":-6.25}],""MIC"":""3cb483a6"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-10T20:16:12Z""}}}"
adlahBIAAAKzAAA=,464c58212beca0c9,2026-04-10T20:16:16.000Z,"{""MessageId"":""49681d0e-377c-4333-980f-a675df776d46"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adlahBIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""018845fd"",""DevEui"":""464c58212beca0c9"",""FCnt"":91,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-56,""Snr"":14.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-107,""Snr"":6.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-113,""Snr"":0.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-2.25}],""MIC"":""b5932c1d"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-10T20:16:16Z""}}}"
