payloadData,dev_eui,ts,frame
adFBjAJ1kzFZAAA=,464c58212beca0c9,2026-04-04T16:51:11.000Z,"{""MessageId"":""449a35b5-9a24-42ee-b08f-205539c9c841"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFBjAJ1kzFZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":27,""FOptLen"":0,""FPort"":11,""Frequency"":""904300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-57,""Snr"":9.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-97,""Snr"":9.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-105,""Snr"":7.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-110,""Snr"":2.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-119,""Snr"":-6.5}],""MIC"":""d9bf8ae0"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T16:51:11Z""}}}"
adFnqQJ1kzFZAAA=,464c58212beca0c9,2026-04-04T19:33:46.000Z,"{""MessageId"":""ecca4507-9d68-4850-9587-dc49450faa20"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFnqQJ1kzFZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":28,""FOptLen"":0,""FPort"":11,""Frequency"":""904500000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-66,""Snr"":13.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-107,""Snr"":7},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-111,""Snr"":3},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-115,""Snr"":-2},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-2.5}],""MIC"":""10b39106"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T19:33:46Z""}}}"
adFxgBANkwAAAAA=,464c58212beca0c9,2026-04-04T20:15:45.000Z,"{""MessageId"":""56d85a47-43c1-41c3-a0ae-d0f9e22ca551"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxgBANkwAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":29,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-56,""Snr"":13.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-110,""Snr"":2.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-114,""Snr"":-0.75}],""MIC"":""3e136e58"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:15:45Z""}}}"
adFxgBIAAAKzAAA=,464c58212beca0c9,2026-04-04T20:15:49.000Z,"{""MessageId"":""32a534a6-ca2f-4630-b336-c62cc382afa8"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxgBIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":31,""FOptLen"":0,""FPort"":20,""Frequency"":""903900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-57,""Snr"":12.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-101,""Snr"":11},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-109,""Snr"":5.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-1},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-116,""Snr"":-1.5}],""MIC"":""5cb7dd85"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:15:49Z""}}}"
adFxgBIBAABAAAA=,464c58212beca0c9,2026-04-04T20:15:56.000Z,"{""MessageId"":""acd3f8c2-1de0-4018-a7e5-35e68a45ccfb"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxgBIBAABAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":33,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-53,""Snr"":13.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-110,""Snr"":2.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-113,""Snr"":-0.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-118,""Snr"":-3.25}],""MIC"":""ee9de0b4"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:15:56Z""}}}"
adFxgBICAAAZAAA=,464c58212beca0c9,2026-04-04T20:16:01.000Z,"{""MessageId"":""0fc425f5-e17b-424a-837a-24270c049b74"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxgBICAAAZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":34,""FOptLen"":0,""FPort"":20,""Frequency"":""904700000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":14.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-109,""Snr"":5.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-113,""Snr"":2.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-113,""Snr"":0.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-2}],""MIC"":""e3c0f1bc"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:16:01Z""}}}"
adFxgBIDAAAMAAA=,464c58212beca0c9,2026-04-04T20:16:05.000Z,"{""MessageId"":""ef2baeeb-7d9b-4e0c-b694-01759be25a6b"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxgBIDAAAMAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":35,""FOptLen"":0,""FPort"":20,""Frequency"":""904300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-56,""Snr"":10.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-103,""Snr"":6.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-112,""Snr"":2.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-115,""Snr"":-2.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-3.75}],""MIC"":""a49bdcdb"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:16:05Z""}}}"
adFxgBIEAAA/AAA=,464c58212beca0c9,2026-04-04T20:16:09.000Z,"{""MessageId"":""de9e04e5-2f33-4ec6-8c2d-502e324db997"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxgBIEAAA/AAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":36,""FOptLen"":0,""FPort"":20,""Frequency"":""905100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-52,""Snr"":14.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-111,""Snr"":3},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-114,""Snr"":-2.75},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-3.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-119,""Snr"":-3.75}],""MIC"":""0df6c0c8"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:16:09Z""}}}"
adFxgBIFAAAhAAA=,464c58212beca0c9,2026-04-04T20:16:13.000Z,"{""MessageId"":""34553a61-fee4-4d6f-9486-44e3adee2187"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxgBIFAAAhAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":38,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-53,""Snr"":14.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-111,""Snr"":3.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-112,""Snr"":3},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-113,""Snr"":-0.25}],""MIC"":""9a32519a"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:16:13Z""}}}"
adFxhRANiwAAAAA=,464c58212beca0c9,2026-04-04T20:16:17.000Z,"{""MessageId"":""c33b5ae7-e786-47a3-b5da-76ba7f8410d8"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxhRANiwAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":40,""FOptLen"":0,""FPort"":20,""Frequency"":""905300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-50,""Snr"":10.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-109,""Snr"":4},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-117,""Snr"":-3.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-119,""Snr"":-7.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-119,""Snr"":-7.75}],""MIC"":""03e1b1de"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:16:17Z""}}}"
adFxhRIAAAKzAAA=,464c58212beca0c9,2026-04-04T20:16:21.000Z,"{""MessageId"":""c8a14446-0f56-4eab-945b-35cf4db090fa"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxhRIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":41,""FOptLen"":0,""FPort"":20,""Frequency"":""904500000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-55,""Snr"":14.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-113,""Snr"":2.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-116,""Snr"":-1.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-2},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-120,""Snr"":-7.25}],""MIC"":""4d33f3ec"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:16:21Z""}}}"
adFxhRIBAABAAAA=,464c58212beca0c9,2026-04-04T20:16:25.000Z,"{""MessageId"":""1c6c0e79-9fff-4cf4-b3e0-4d3734d4d263"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxhRIBAABAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":42,""FOptLen"":0,""FPort"":20,""Frequency"":""904700000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":14.25},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-113,""Snr"":1.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-2.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-120,""Snr"":-7.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-124,""Snr"":-9}],""MIC"":""ff783b56"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:16:25Z""}}}"
adFxhRICAAAZAAA=,464c58212beca0c9,2026-04-04T20:16:29.000Z,"{""MessageId"":""a287bb13-ee9b-4e92-ade2-06429bc775ae"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxhRICAAAZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":43,""FOptLen"":0,""FPort"":20,""Frequency"":""904300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-56,""Snr"":9.5},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-102,""Snr"":8.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-117,""Snr"":-8.25}],""MIC"":""ddff17d3"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:16:29Z""}}}"
adFxhRIDAAAMAAA=,464c58212beca0c9,2026-04-04T20:16:33.000Z,"{""MessageId"":""a91284a4-9992-4d6b-b6e4-4a157d9b8b6d"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxhRIDAAAMAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":44,""FOptLen"":0,""FPort"":20,""Frequency"":""905300000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-51,""Snr"":10.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-111,""Snr"":2},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-119,""Snr"":-6.75}],""MIC"":""526ba124"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:16:33Z""}}}"
adFxhRIEAAA/AAA=,464c58212beca0c9,2026-04-04T20:16:37.000Z,"{""MessageId"":""f965468f-2d64-44b6-9b69-5bf766dd1098"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxhRIEAAA/AAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":45,""FOptLen"":0,""FPort"":20,""Frequency"":""904700000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-55,""Snr"":14},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-110,""Snr"":4.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-1.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-121,""Snr"":-8.25}],""MIC"":""222fbc5c"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:16:37Z""}}}"
adFxhRIFAAAhAAA=,464c58212beca0c9,2026-04-04T20:16:41.000Z,"{""MessageId"":""0da68410-11ba-4c73-885a-e962d35fbe4c"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adFxhRIFAAAhAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":46,""FOptLen"":0,""FPort"":20,""Frequency"":""904500000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-56,""Snr"":14.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-109,""Snr"":6.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-117,""Snr"":-4.25}],""MIC"":""d9e4f48c"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:16:41Z""}}}"
adF2uAJ1kzFZAAA=,464c58212beca0c9,2026-04-04T20:38:15.000Z,"{""MessageId"":""c60b4d18-b5f9-42ff-b2ec-18d6be4a359a"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adF2uAJ1kzFZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":47,""FOptLen"":0,""FPort"":11,""Frequency"":""905100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-54,""Snr"":13.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-101,""Snr"":10},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-119,""Snr"":-7.5}],""MIC"":""54e7de4a"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-04T20:38:15Z""}}}"
adLC/xANkgAAAAA=,464c58212beca0c9,2026-04-05T20:15:43.000Z,"{""MessageId"":""a2562f7c-87c1-4d9a-976b-867907a84422"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adLC/xANkgAAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":48,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-53,""Snr"":14.25},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-103,""Snr"":9.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-113,""Snr"":-1.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-116,""Snr"":-4}],""MIC"":""bd42b09a"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-05T20:15:43Z""}}}"
adLC/xIAAAKzAAA=,464c58212beca0c9,2026-04-05T20:15:48.000Z,"{""MessageId"":""1d399f00-9082-41a1-9dbf-dfd8ffb2289a"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adLC/xIAAAKzAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":50,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-56,""Snr"":13.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-100,""Snr"":10.75},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-113,""Snr"":2.75},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-116,""Snr"":-2.5},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-118,""Snr"":-4.25}],""MIC"":""455222f3"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-05T20:15:48Z""}}}"
adLC/xIBAABAAAA=,464c58212beca0c9,2026-04-05T20:15:52.000Z,"{""MessageId"":""31e7b62a-5089-4b51-bee7-ca2bbb7c2642"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adLC/xIBAABAAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":52,""FOptLen"":0,""FPort"":20,""Frequency"":""904100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-51,""Snr"":14.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-114,""Snr"":0.75}],""MIC"":""2ea84872"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-05T20:15:52Z""}}}"
adLC/xICAAAZAAA=,464c58212beca0c9,2026-04-05T20:15:56.000Z,"{""MessageId"":""d5639489-3bed-4fc4-a048-897b29ac5811"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adLC/xICAAAZAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":53,""FOptLen"":0,""FPort"":20,""Frequency"":""905100000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-50,""Snr"":13.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-104,""Snr"":7.5},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-108,""Snr"":6.25},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-112,""Snr"":-0.25},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-118,""Snr"":-5.75}],""MIC"":""c2b41b47"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-05T20:15:56Z""}}}"
adLC/xIDAAAMAAA=,464c58212beca0c9,2026-04-05T20:16:01.000Z,"{""MessageId"":""7ea3cafa-0491-44ba-ac68-c4eed2f81a62"",""WirelessDeviceId"":""39886500-d9c4-4adb-86e0-79dd1d3211bf"",""PayloadData"":""adLC/xIDAAAMAAA="",""WirelessMetadata"":{""LoRaWAN"":{""ADR"":true,""Bandwidth"":125,""ClassB"":false,""CodeRate"":""4/5"",""DataRate"":""3"",""DevAddr"":""00b3db96"",""DevEui"":""464c58212beca0c9"",""FCnt"":54,""FOptLen"":0,""FPort"":20,""Frequency"":""904900000"",""Gateways"":[{""GatewayEui"":""000ce3fffe7640df"",""Rssi"":-51,""Snr"":13},{""GatewayEui"":""ac1f09fffe1f4c5b"",""Rssi"":-108,""Snr"":6.75},{""GatewayEui"":""000ce3fffe764142"",""Rssi"":-111,""Snr"":3.5},{""GatewayEui"":""000ce3fffe76411e"",""Rssi"":-112,""Snr"":0},{""GatewayEui"":""000ce3fffe7640ca"",""Rssi"":-115,""Snr"":-2.25}],""MIC"":""8aa2688b"",""MType"":""ConfirmedDataUp"",""Major"":""LoRaWANR1"",""Modulation"":""LORA"",""PolarizationInversion"":false,""SpreadingFactor"":7,""Timestamp"":""2026-04-05T20:16:01Z""}}}"
